,Date,Hour,Market Demand,Ontario Demand
4595,2020-07-10,12,24774,23562
4596,2020-07-10,13,24719,23791
4597,2020-07-10,14,24350,23719
4598,2020-07-10,15,24920,23735
4599,2020-07-10,16,24535,23670
4600,2020-07-10,17,24359,23704
4601,2020-07-10,18,23936,22972
4602,2020-07-10,19,23153,22353
4603,2020-07-10,20,22328,21826
4604,2020-07-10,21,22669,21571
4605,2020-07-10,22,21569,20117
4606,2020-07-10,23,20456,18631
4607,2020-07-10,24,18850,17062
4608,2020-07-11,1,17605,16127
4609,2020-07-11,2,16808,15330
4610,2020-07-11,3,16627,14855
4611,2020-07-11,4,16614,14538
4612,2020-07-11,5,16760,14414
4613,2020-07-11,6,16807,14390
4614,2020-07-11,7,17194,15174
4615,2020-07-11,8,17574,15793
4616,2020-07-11,9,18354,16413
4617,2020-07-11,10,19118,17160
4618,2020-07-11,11,19793,17677
4619,2020-07-11,12,20218,18080
4620,2020-07-11,13,20798,18486
4621,2020-07-11,14,21051,18624
4622,2020-07-11,15,20728,18242
4623,2020-07-11,16,20648,18373
4624,2020-07-11,17,20598,18563
4625,2020-07-11,18,20763,18607
4626,2020-07-11,19,20243,18185
4627,2020-07-11,20,20024,17809
4628,2020-07-11,21,19880,17668
4629,2020-07-11,22,18723,16758
4630,2020-07-11,23,17656,15612
4631,2020-07-11,24,16781,14390
4632,2020-07-12,1,16031,13505
4633,2020-07-12,2,16177,13012
4634,2020-07-12,3,16142,12615
4635,2020-07-12,4,16179,12437
4636,2020-07-12,5,15866,12281
4637,2020-07-12,6,15796,12330
4638,2020-07-12,7,16140,12916
4639,2020-07-12,8,16474,13800
4640,2020-07-12,9,17160,14807
4641,2020-07-12,10,17925,15837
4642,2020-07-12,11,18318,16505
4643,2020-07-12,12,18890,16969
4644,2020-07-12,13,19413,17220
4645,2020-07-12,14,19631,17395
4646,2020-07-12,15,19758,17539
4647,2020-07-12,16,19923,17747
4648,2020-07-12,17,20250,18338
4649,2020-07-12,18,20118,18235
4650,2020-07-12,19,18975,17706
4651,2020-07-12,20,18958,17154
4652,2020-07-12,21,19283,17011
4653,2020-07-12,22,18508,16130
4654,2020-07-12,23,17534,14950
4655,2020-07-12,24,16506,13906
4656,2020-07-13,1,16214,13273
4657,2020-07-13,2,16093,12834
4658,2020-07-13,3,16038,12545
4659,2020-07-13,4,16154,12549
4660,2020-07-13,5,16310,12848
4661,2020-07-13,6,16378,13603
4662,2020-07-13,7,17143,14743
4663,2020-07-13,8,17998,15636
4664,2020-07-13,9,18428,16166
4665,2020-07-13,10,18915,16684
4666,2020-07-13,11,19254,17220
4667,2020-07-13,12,19812,17697
4668,2020-07-13,13,20297,18045
4669,2020-07-13,14,20204,17941
4670,2020-07-13,15,20007,17859
4671,2020-07-13,16,20650,18495
4672,2020-07-13,17,21201,19115
4673,2020-07-13,18,20908,19073
4674,2020-07-13,19,20664,18745
4675,2020-07-13,20,20044,18132
4676,2020-07-13,21,19654,17545
4677,2020-07-13,22,18734,16585
4678,2020-07-13,23,17261,15147
4679,2020-07-13,24,16274,14039
4680,2020-07-14,1,15938,13329
4681,2020-07-14,2,15603,12866
4682,2020-07-14,3,15709,12660
4683,2020-07-14,4,15800,12563
4684,2020-07-14,5,15880,12789
4685,2020-07-14,6,16353,13524
4686,2020-07-14,7,17112,14693
4687,2020-07-14,8,17608,15583
4688,2020-07-14,9,18019,16110
4689,2020-07-14,10,18430,16687
4690,2020-07-14,11,19313,17411
4691,2020-07-14,12,20012,17953
4692,2020-07-14,13,20409,18312
4693,2020-07-14,14,20637,18533
4694,2020-07-14,15,20808,18800
4695,2020-07-14,16,21553,19531
4696,2020-07-14,17,22435,20290
4697,2020-07-14,18,22588,20528
4698,2020-07-14,19,21887,20081
4699,2020-07-14,20,21165,19152
4700,2020-07-14,21,21056,18815
4701,2020-07-14,22,19642,17751
4702,2020-07-14,23,17986,15998
4703,2020-07-14,24,17387,14979
4704,2020-07-15,1,17016,14131
4705,2020-07-15,2,16719,13347
4706,2020-07-15,3,16734,13008
4707,2020-07-15,4,16543,12891
4708,2020-07-15,5,16456,13139
4709,2020-07-15,6,16532,13722
4710,2020-07-15,7,17462,15093
4711,2020-07-15,8,18772,16581
4712,2020-07-15,9,19419,17547
4713,2020-07-15,10,19999,18197
4714,2020-07-15,11,20780,18882
4715,2020-07-15,12,21300,19488
4716,2020-07-15,13,21739,20048
4717,2020-07-15,14,21835,20173
4718,2020-07-15,15,22146,20518
4719,2020-07-15,16,22810,21075
4720,2020-07-15,17,23428,21617
4721,2020-07-15,18,23273,21439
4722,2020-07-15,19,22824,21011
4723,2020-07-15,20,21710,19963
4724,2020-07-15,21,21038,19243
4725,2020-07-15,22,20398,18232
4726,2020-07-15,23,19501,16911
4727,2020-07-15,24,18044,15740
4728,2020-07-16,1,17459,14700
4729,2020-07-16,2,17370,14072
4730,2020-07-16,3,17289,13719
4731,2020-07-16,4,17464,13691
4732,2020-07-16,5,17598,13913
4733,2020-07-16,6,17601,14793
4734,2020-07-16,7,18410,16249
4735,2020-07-16,8,19275,17461
4736,2020-07-16,9,19688,18083
4737,2020-07-16,10,20039,18305
4738,2020-07-16,11,20437,18731
4739,2020-07-16,12,20998,19260
4740,2020-07-16,13,21190,19434
4741,2020-07-16,14,20966,19335
4742,2020-07-16,15,21283,19341
4743,2020-07-16,16,21624,19495
4744,2020-07-16,17,22076,19917
4745,2020-07-16,18,21936,19845
4746,2020-07-16,19,21297,19406
4747,2020-07-16,20,21134,19251
4748,2020-07-16,21,20677,18854
4749,2020-07-16,22,19457,17768
4750,2020-07-16,23,18346,16581
4751,2020-07-16,24,17562,15389
4752,2020-07-17,1,17110,14526
4753,2020-07-17,2,16442,13892
4754,2020-07-17,3,16220,13448
4755,2020-07-17,4,16496,13367
4756,2020-07-17,5,17010,13531
4757,2020-07-17,6,16472,14234
4758,2020-07-17,7,17363,15452
4759,2020-07-17,8,18389,16735
4760,2020-07-17,9,19652,17704
4761,2020-07-17,10,20303,18346
4762,2020-07-17,11,21179,19275
4763,2020-07-17,12,21683,19738
4764,2020-07-17,13,22025,20144
4765,2020-07-17,14,22464,20519
4766,2020-07-17,15,22744,20814
4767,2020-07-17,16,23618,21580
4768,2020-07-17,17,24146,22158
4769,2020-07-17,18,24216,22400
4770,2020-07-17,19,23932,22032
4771,2020-07-17,20,23025,21086
4772,2020-07-17,21,22444,20248
4773,2020-07-17,22,21354,19153
4774,2020-07-17,23,19977,17517
4775,2020-07-17,24,18582,16040
4776,2020-07-18,1,17768,14912
4777,2020-07-18,2,17033,14164
4778,2020-07-18,3,16368,13563
4779,2020-07-18,4,16432,13291
4780,2020-07-18,5,16610,13154
4781,2020-07-18,6,16802,13375
4782,2020-07-18,7,16990,14273
4783,2020-07-18,8,17980,15665
4784,2020-07-18,9,19072,16932
4785,2020-07-18,10,20327,18009
4786,2020-07-18,11,21210,18903
4787,2020-07-18,12,21463,19384
4788,2020-07-18,13,21705,19603
4789,2020-07-18,14,22317,20134
4790,2020-07-18,15,22879,20613
4791,2020-07-18,16,23853,21571
4792,2020-07-18,17,23966,21752
4793,2020-07-18,18,24141,21828
4794,2020-07-18,19,23821,21551
4795,2020-07-18,20,22718,20618
4796,2020-07-18,21,22395,19910
4797,2020-07-18,22,21449,18963
4798,2020-07-18,23,20521,17688
4799,2020-07-18,24,19019,16389
4800,2020-07-19,1,18139,15419
4801,2020-07-19,2,17644,14674
4802,2020-07-19,3,17198,14166
4803,2020-07-19,4,17272,13943
4804,2020-07-19,5,17161,13731
4805,2020-07-19,6,16885,13726
4806,2020-07-19,7,18062,14627
4807,2020-07-19,8,18769,15982
4808,2020-07-19,9,19913,17384
4809,2020-07-19,10,21474,18938
4810,2020-07-19,11,22728,20203
4811,2020-07-19,12,22174,20234
4812,2020-07-19,13,20908,18949
4813,2020-07-19,14,20048,18017
4814,2020-07-19,15,20225,18091
4815,2020-07-19,16,20882,18814
4816,2020-07-19,17,21387,19063
4817,2020-07-19,18,21410,19002
4818,2020-07-19,19,20866,18653
4819,2020-07-19,20,20600,18228
4820,2020-07-19,21,20598,18146
4821,2020-07-19,22,19873,17451
4822,2020-07-19,23,19386,16476
4823,2020-07-19,24,18275,15461
4824,2020-07-20,1,17676,14769
4825,2020-07-20,2,17338,14205
4826,2020-07-20,3,17002,13722
4827,2020-07-20,4,17256,13613
4828,2020-07-20,5,17134,13895
4829,2020-07-20,6,17465,14533
4830,2020-07-20,7,18800,15939
4831,2020-07-20,8,20404,17494
4832,2020-07-20,9,20987,18319
4833,2020-07-20,10,21158,18872
4834,2020-07-20,11,21828,19453
4835,2020-07-20,12,22318,19974
4836,2020-07-20,13,22273,19886
4837,2020-07-20,14,22390,20011
4838,2020-07-20,15,22536,20172
4839,2020-07-20,16,22758,20526
4840,2020-07-20,17,23222,20964
4841,2020-07-20,18,23264,20923
4842,2020-07-20,19,22907,20467
4843,2020-07-20,20,21803,19457
4844,2020-07-20,21,20869,18625
4845,2020-07-20,22,19627,17412
4846,2020-07-20,23,18353,15944
4847,2020-07-20,24,17487,14820
4848,2020-07-21,1,16647,13880
4849,2020-07-21,2,16349,13429
4850,2020-07-21,3,16518,13176
4851,2020-07-21,4,16358,13020
4852,2020-07-21,5,16395,13166
4853,2020-07-21,6,16626,13769
4854,2020-07-21,7,17321,14907
4855,2020-07-21,8,17899,15762
4856,2020-07-21,9,18734,16397
4857,2020-07-21,10,19376,16988
4858,2020-07-21,11,19713,17430
4859,2020-07-21,12,19850,17668
4860,2020-07-21,13,19986,17791
4861,2020-07-21,14,20450,18329
4862,2020-07-21,15,20813,18585
4863,2020-07-21,16,21309,19144
4864,2020-07-21,17,22032,19664
4865,2020-07-21,18,22156,19877
4866,2020-07-21,19,21680,19479
4867,2020-07-21,20,20877,18464
4868,2020-07-21,21,20647,18149
4869,2020-07-21,22,19585,17101
4870,2020-07-21,23,18266,15801
4871,2020-07-21,24,17532,14786
4872,2020-07-22,1,17062,14207
4873,2020-07-22,2,16592,13751
4874,2020-07-22,3,16335,13379
4875,2020-07-22,4,16055,13042
4876,2020-07-22,5,16176,13259
4877,2020-07-22,6,16818,13902
4878,2020-07-22,7,17761,15062
4879,2020-07-22,8,18494,15953
4880,2020-07-22,9,19074,16523
4881,2020-07-22,10,19403,16986
4882,2020-07-22,11,19918,17563
4883,2020-07-22,12,20818,18322
4884,2020-07-22,13,21302,18795
4885,2020-07-22,14,21435,19052
4886,2020-07-22,15,21643,19261
4887,2020-07-22,16,21719,19444
4888,2020-07-22,17,22064,19706
4889,2020-07-22,18,22111,19972
4890,2020-07-22,19,22196,19807
4891,2020-07-22,20,21504,19249
4892,2020-07-22,21,21284,18946
4893,2020-07-22,22,20194,17843
4894,2020-07-22,23,18770,16366
4895,2020-07-22,24,17832,15127
4896,2020-07-23,1,16788,14244
4897,2020-07-23,2,16521,13705
4898,2020-07-23,3,16203,13340
4899,2020-07-23,4,16080,13180
4900,2020-07-23,5,16389,13432
4901,2020-07-23,6,17044,14142
4902,2020-07-23,7,17738,15264
4903,2020-07-23,8,18587,16254
4904,2020-07-23,9,19096,16889
4905,2020-07-23,10,19519,17389
4906,2020-07-23,11,19870,17737
4907,2020-07-23,12,20292,18269
4908,2020-07-23,13,20829,18750
4909,2020-07-23,14,21458,19083
4910,2020-07-23,15,21843,19447
4911,2020-07-23,16,22482,19876
4912,2020-07-23,17,22694,20522
4913,2020-07-23,18,22411,20458
4914,2020-07-23,19,22270,19995
4915,2020-07-23,20,21835,19274
4916,2020-07-23,21,21210,18642
4917,2020-07-23,22,19820,17516
4918,2020-07-23,23,18238,15970
4919,2020-07-23,24,17027,14580
4920,2020-07-24,1,16462,13703
4921,2020-07-24,2,16224,13239
4922,2020-07-24,3,15862,12775
4923,2020-07-24,4,16258,12754
4924,2020-07-24,5,16642,13079
4925,2020-07-24,6,16814,13746
4926,2020-07-24,7,17189,14905
4927,2020-07-24,8,18050,15953
4928,2020-07-24,9,18766,16666
4929,2020-07-24,10,19459,17394
4930,2020-07-24,11,20270,18228
4931,2020-07-24,12,20843,18767
4932,2020-07-24,13,21326,19081
4933,2020-07-24,14,21785,19296
4934,2020-07-24,15,21946,19602
4935,2020-07-24,16,22518,20224
4936,2020-07-24,17,23258,21007
4937,2020-07-24,18,23268,21112
4938,2020-07-24,19,23037,20923
4939,2020-07-24,20,22013,19885
4940,2020-07-24,21,21226,19068
4941,2020-07-24,22,19883,17917
4942,2020-07-24,23,18321,16420
4943,2020-07-24,24,17799,15119
4944,2020-07-25,1,16582,14124
4945,2020-07-25,2,16357,13416
4946,2020-07-25,3,15945,12981
4947,2020-07-25,4,15638,12649
4948,2020-07-25,5,15485,12557
4949,2020-07-25,6,15664,12675
4950,2020-07-25,7,16462,13523
4951,2020-07-25,8,17167,14620
4952,2020-07-25,9,18270,15875
4953,2020-07-25,10,19167,16794
4954,2020-07-25,11,20112,17770
4955,2020-07-25,12,20718,18378
4956,2020-07-25,13,21177,18830
4957,2020-07-25,14,21718,19115
4958,2020-07-25,15,21919,19411
4959,2020-07-25,16,22643,20179
4960,2020-07-25,17,23232,20810
4961,2020-07-25,18,23250,20765
4962,2020-07-25,19,22584,20316
4963,2020-07-25,20,21851,19594
4964,2020-07-25,21,21500,19157
4965,2020-07-25,22,20537,17984
4966,2020-07-25,23,18969,16348
4967,2020-07-25,24,17606,15012
4968,2020-07-26,1,16679,14019
4969,2020-07-26,2,16518,13437
4970,2020-07-26,3,16571,12854
4971,2020-07-26,4,16776,12677
4972,2020-07-26,5,16535,12555
4973,2020-07-26,6,16450,12683
4974,2020-07-26,7,16768,13486
4975,2020-07-26,8,17199,14698
4976,2020-07-26,9,18479,16127
4977,2020-07-26,10,19563,17350
4978,2020-07-26,11,20690,18465
4979,2020-07-26,12,21842,19481
4980,2020-07-26,13,22497,20220
4981,2020-07-26,14,22898,20581
4982,2020-07-26,15,23153,20904
4983,2020-07-26,16,23929,21560
4984,2020-07-26,17,25268,22777
4985,2020-07-26,18,25068,22887
4986,2020-07-26,19,23772,22155
4987,2020-07-26,20,23453,21561
4988,2020-07-26,21,23251,21178
4989,2020-07-26,22,22209,20004
4990,2020-07-26,23,20500,18457
4991,2020-07-26,24,19977,17162
4992,2020-07-27,1,19168,16282
4993,2020-07-27,2,18511,15608
4994,2020-07-27,3,18442,15206
4995,2020-07-27,4,18599,15093
4996,2020-07-27,5,18840,15333
4997,2020-07-27,6,19172,16245
4998,2020-07-27,7,20710,18049
4999,2020-07-27,8,21786,19461
5000,2020-07-27,9,22728,20529
5001,2020-07-27,10,23675,21558
5002,2020-07-27,11,23920,21815
5003,2020-07-27,12,24645,22459
5004,2020-07-27,13,24599,22273
5005,2020-07-27,14,25032,22679
5006,2020-07-27,15,26192,23675
5007,2020-07-27,16,26017,23618
5008,2020-07-27,17,25704,23909
5009,2020-07-27,18,25374,23685
5010,2020-07-27,19,25082,23307
5011,2020-07-27,20,24631,22424
5012,2020-07-27,21,24453,22047
5013,2020-07-27,22,22296,20351
5014,2020-07-27,23,20338,18317
5015,2020-07-27,24,18891,16829
5016,2020-07-28,1,18245,15851
5017,2020-07-28,2,17644,14900
5018,2020-07-28,3,17365,14444
5019,2020-07-28,4,17197,14298
5020,2020-07-28,5,17528,14481
5021,2020-07-28,6,17913,15008
5022,2020-07-28,7,18454,16203
5023,2020-07-28,8,18834,17309
5024,2020-07-28,9,19582,18036
5025,2020-07-28,10,20280,18643
5026,2020-07-28,11,21217,19267
5027,2020-07-28,12,21527,19749
5028,2020-07-28,13,21691,19911
5029,2020-07-28,14,21563,19953
5030,2020-07-28,15,21923,20251
5031,2020-07-28,16,22134,20548
5032,2020-07-28,17,22831,21193
5033,2020-07-28,18,23129,21402
5034,2020-07-28,19,22885,21188
5035,2020-07-28,20,22200,20389
5036,2020-07-28,21,21381,19588
5037,2020-07-28,22,20283,18469
5038,2020-07-28,23,18698,16871
5039,2020-07-28,24,17735,15548
5040,2020-07-29,1,17168,14769
5041,2020-07-29,2,16477,14076
5042,2020-07-29,3,16983,13792
5043,2020-07-29,4,17216,13826
5044,2020-07-29,5,16777,13971
5045,2020-07-29,6,16999,14680
5046,2020-07-29,7,17452,15448
5047,2020-07-29,8,17995,16505
5048,2020-07-29,9,19260,17491
5049,2020-07-29,10,20083,18258
5050,2020-07-29,11,20601,18761
5051,2020-07-29,12,21346,19637
5052,2020-07-29,13,21851,20290
5053,2020-07-29,14,21826,20233
5054,2020-07-29,15,22370,20539
5055,2020-07-29,16,22848,20985
5056,2020-07-29,17,23444,21716
5057,2020-07-29,18,23282,21794
5058,2020-07-29,19,22483,20968
5059,2020-07-29,20,21727,20063
5060,2020-07-29,21,21346,19491
5061,2020-07-29,22,19918,18344
5062,2020-07-29,23,19057,17024
5063,2020-07-29,24,17797,15726
5064,2020-07-30,1,16969,14678
5065,2020-07-30,2,16258,13948
5066,2020-07-30,3,16182,13446
5067,2020-07-30,4,16155,13255
5068,2020-07-30,5,16369,13530
5069,2020-07-30,6,16621,14014
5070,2020-07-30,7,16849,14883
5071,2020-07-30,8,17558,15911
5072,2020-07-30,9,18571,16756
5073,2020-07-30,10,19379,17475
5074,2020-07-30,11,20230,18415
5075,2020-07-30,12,20630,18942
5076,2020-07-30,13,20943,19172
5077,2020-07-30,14,21332,19413
5078,2020-07-30,15,21631,19605
5079,2020-07-30,16,22177,20041
5080,2020-07-30,17,22722,20669
5081,2020-07-30,18,22438,20546
5082,2020-07-30,19,21945,20245
5083,2020-07-30,20,21057,19516
5084,2020-07-30,21,20468,18987
5085,2020-07-30,22,19473,17857
5086,2020-07-30,23,18280,16377
5087,2020-07-30,24,16981,15069
5088,2020-07-31,1,16444,14178
5089,2020-07-31,2,16125,13616
5090,2020-07-31,3,16298,13433
5091,2020-07-31,4,16104,13155
5092,2020-07-31,5,16229,13369
5093,2020-07-31,6,16636,14067
5094,2020-07-31,7,17059,15101
5095,2020-07-31,8,17974,16132
5096,2020-07-31,9,18704,16925
5097,2020-07-31,10,19516,17719
5098,2020-07-31,11,20295,18524
5099,2020-07-31,12,21152,19317
5100,2020-07-31,13,21503,19528
5101,2020-07-31,14,21741,19790
5102,2020-07-31,15,21705,19940
5103,2020-07-31,16,22104,20349
5104,2020-07-31,17,22550,20811
5105,2020-07-31,18,22442,20726
5106,2020-07-31,19,21992,20390
5107,2020-07-31,20,21130,19518
5108,2020-07-31,21,20342,18859
5109,2020-07-31,22,19520,17832
5110,2020-07-31,23,18026,16266
5111,2020-07-31,24,16922,15084
5112,2020-08-01,1,16229,14193
5113,2020-08-01,2,15697,13452
5114,2020-08-01,3,15197,12987
5115,2020-08-01,4,14951,12715
5116,2020-08-01,5,15047,12691
5117,2020-08-01,6,15008,12693
5118,2020-08-01,7,15393,13407
5119,2020-08-01,8,15940,14622
5120,2020-08-01,9,16981,15772
5121,2020-08-01,10,18134,16772
5122,2020-08-01,11,18879,17659
5123,2020-08-01,12,19833,18411
5124,2020-08-01,13,19842,18608
5125,2020-08-01,14,20520,19180
5126,2020-08-01,15,20345,19198
5127,2020-08-01,16,20387,19525
5128,2020-08-01,17,20141,19592
5129,2020-08-01,18,20330,19224
5130,2020-08-01,19,20112,18616
5131,2020-08-01,20,19598,18017
5132,2020-08-01,21,19711,17934
5133,2020-08-01,22,18693,17171
5134,2020-08-01,23,17876,16191
5135,2020-08-01,24,17030,15153
5136,2020-08-02,1,16529,14297
5137,2020-08-02,2,15479,13680
5138,2020-08-02,3,15124,13193
5139,2020-08-02,4,15067,12935
5140,2020-08-02,5,14850,12800
5141,2020-08-02,6,14869,12831
5142,2020-08-02,7,15607,13334
5143,2020-08-02,8,16134,14206
5144,2020-08-02,9,16806,14897
5145,2020-08-02,10,17823,15791
5146,2020-08-02,11,18481,16462
5147,2020-08-02,12,18943,16988
5148,2020-08-02,13,19058,17084
5149,2020-08-02,14,19076,17215
5150,2020-08-02,15,19627,17617
5151,2020-08-02,16,20126,17845
5152,2020-08-02,17,20264,18090
5153,2020-08-02,18,20087,17790
5154,2020-08-02,19,19374,17113
5155,2020-08-02,20,19016,16904
5156,2020-08-02,21,18842,16522
5157,2020-08-02,22,17796,15603
5158,2020-08-02,23,16990,14728
5159,2020-08-02,24,16107,13831
5160,2020-08-03,1,15499,13133
5161,2020-08-03,2,15003,12636
5162,2020-08-03,3,14687,12270
5163,2020-08-03,4,14473,12052
5164,2020-08-03,5,14680,12051
5165,2020-08-03,6,14977,12188
5166,2020-08-03,7,15081,12612
5167,2020-08-03,8,15177,13293
5168,2020-08-03,9,15784,13907
5169,2020-08-03,10,16644,14710
5170,2020-08-03,11,17400,15452
5171,2020-08-03,12,18230,15998
5172,2020-08-03,13,18492,16367
5173,2020-08-03,14,18831,16730
5174,2020-08-03,15,18716,16879
5175,2020-08-03,16,19338,17216
5176,2020-08-03,17,19508,17455
5177,2020-08-03,18,19636,17511
5178,2020-08-03,19,19261,17064
5179,2020-08-03,20,19012,16805
5180,2020-08-03,21,18359,16611
5181,2020-08-03,22,17456,15651
5182,2020-08-03,23,16289,14488
5183,2020-08-03,24,15610,13681
5184,2020-08-04,1,15052,13135
5185,2020-08-04,2,14943,12769
5186,2020-08-04,3,15351,12572
5187,2020-08-04,4,15385,12620
5188,2020-08-04,5,15686,12931
5189,2020-08-04,6,16014,13752
5190,2020-08-04,7,16751,14874
5191,2020-08-04,8,17469,15892
5192,2020-08-04,9,17896,16399
5193,2020-08-04,10,18398,16876
5194,2020-08-04,11,18819,17198
5195,2020-08-04,12,19489,17718
5196,2020-08-04,13,19634,17955
5197,2020-08-04,14,19615,17971
5198,2020-08-04,15,19899,18095
5199,2020-08-04,16,20032,18380
5200,2020-08-04,17,20179,18616
5201,2020-08-04,18,19739,18187
5202,2020-08-04,19,19458,17938
5203,2020-08-04,20,19087,17587
5204,2020-08-04,21,18501,17066
5205,2020-08-04,22,17302,16007
5206,2020-08-04,23,16020,14716
5207,2020-08-04,24,15479,13739
5208,2020-08-05,1,15098,13145
5209,2020-08-05,2,15272,12796
5210,2020-08-05,3,14938,12462
5211,2020-08-05,4,14856,12379
5212,2020-08-05,5,14914,12579
5213,2020-08-05,6,15061,13106
5214,2020-08-05,7,15748,13838
5215,2020-08-05,8,16678,14671
5216,2020-08-05,9,16655,14934
5217,2020-08-05,10,16934,15155
5218,2020-08-05,11,17012,15427
5219,2020-08-05,12,17484,15774
5220,2020-08-05,13,17663,15883
5221,2020-08-05,14,17751,15894
5222,2020-08-05,15,18119,16025
5223,2020-08-05,16,18314,16480
5224,2020-08-05,17,19111,17070
5225,2020-08-05,18,19127,17263
5226,2020-08-05,19,18762,17011
5227,2020-08-05,20,18134,16506
5228,2020-08-05,21,17636,16110
5229,2020-08-05,22,16694,15196
5230,2020-08-05,23,15896,14201
5231,2020-08-05,24,15171,13182
5232,2020-08-06,1,14754,12395
5233,2020-08-06,2,14564,11977
5234,2020-08-06,3,14672,11773
5235,2020-08-06,4,14565,11723
5236,2020-08-06,5,14895,12088
5237,2020-08-06,6,15123,12675
5238,2020-08-06,7,15532,13477
5239,2020-08-06,8,15913,14093
5240,2020-08-06,9,16406,14482
5241,2020-08-06,10,16795,14926
5242,2020-08-06,11,17174,15383
5243,2020-08-06,12,17587,15876
5244,2020-08-06,13,18079,16272
5245,2020-08-06,14,18026,16344
5246,2020-08-06,15,18511,16420
5247,2020-08-06,16,19029,16941
5248,2020-08-06,17,19797,17731
5249,2020-08-06,18,20209,18269
5250,2020-08-06,19,19837,18009
5251,2020-08-06,20,19359,17382
5252,2020-08-06,21,18932,17259
5253,2020-08-06,22,17026,16068
5254,2020-08-06,23,15882,14787
5255,2020-08-06,24,15321,13671
5256,2020-08-07,1,14717,12890
5257,2020-08-07,2,14391,12424
5258,2020-08-07,3,14403,12154
5259,2020-08-07,4,14299,12104
5260,2020-08-07,5,14572,12472
5261,2020-08-07,6,15332,13166
5262,2020-08-07,7,15822,13828
5263,2020-08-07,8,16575,14804
5264,2020-08-07,9,17122,15489
5265,2020-08-07,10,17414,16017
5266,2020-08-07,11,17679,16486
5267,2020-08-07,12,18083,16946
5268,2020-08-07,13,18773,17226
5269,2020-08-07,14,19043,17417
5270,2020-08-07,15,19624,17777
5271,2020-08-07,16,20130,18177
5272,2020-08-07,17,20926,18735
5273,2020-08-07,18,20993,19016
5274,2020-08-07,19,20019,18762
5275,2020-08-07,20,19394,18037
5276,2020-08-07,21,18815,17500
5277,2020-08-07,22,17563,16400
5278,2020-08-07,23,16454,15166
5279,2020-08-07,24,15834,14076
5280,2020-08-08,1,15367,13253
5281,2020-08-08,2,15191,12693
5282,2020-08-08,3,14780,12314
5283,2020-08-08,4,14705,12094
5284,2020-08-08,5,14814,12118
5285,2020-08-08,6,14855,12228
5286,2020-08-08,7,15096,12778
5287,2020-08-08,8,15636,13594
5288,2020-08-08,9,16260,14446
5289,2020-08-08,10,16939,15265
5290,2020-08-08,11,17926,16122
5291,2020-08-08,12,18258,16667
5292,2020-08-08,13,18469,17016
5293,2020-08-08,14,18707,17231
5294,2020-08-08,15,19022,17579
5295,2020-08-08,16,19679,18028
5296,2020-08-08,17,20360,18605
5297,2020-08-08,18,20325,18767
5298,2020-08-08,19,20041,18292
5299,2020-08-08,20,19400,17543
5300,2020-08-08,21,18750,17032
5301,2020-08-08,22,17902,16204
5302,2020-08-08,23,16847,14987
5303,2020-08-08,24,15850,13904
5304,2020-08-09,1,15517,13084
5305,2020-08-09,2,15639,12600
5306,2020-08-09,3,15527,12287
5307,2020-08-09,4,15223,12051
5308,2020-08-09,5,15262,12094
5309,2020-08-09,6,15387,12200
5310,2020-08-09,7,15795,12696
5311,2020-08-09,8,16040,13643
5312,2020-08-09,9,16478,14834
5313,2020-08-09,10,17473,15950
5314,2020-08-09,11,18652,16997
5315,2020-08-09,12,19576,17872
5316,2020-08-09,13,20169,18221
5317,2020-08-09,14,20508,18502
5318,2020-08-09,15,21061,19003
5319,2020-08-09,16,21842,19864
5320,2020-08-09,17,22510,20502
5321,2020-08-09,18,22673,20676
5322,2020-08-09,19,22125,20167
5323,2020-08-09,20,22037,19956
5324,2020-08-09,21,21330,19569
5325,2020-08-09,22,19925,18435
5326,2020-08-09,23,18285,17030
5327,2020-08-09,24,17722,15862
5328,2020-08-10,1,16993,14964
5329,2020-08-10,2,16690,14371
5330,2020-08-10,3,16488,13989
5331,2020-08-10,4,16656,13903
5332,2020-08-10,5,17197,14190
5333,2020-08-10,6,17329,15027
5334,2020-08-10,7,18148,16234
5335,2020-08-10,8,19809,18003
5336,2020-08-10,9,20984,19168
5337,2020-08-10,10,22514,20609
5338,2020-08-10,11,23046,21444
5339,2020-08-10,12,23423,22051
5340,2020-08-10,13,24097,22566
5341,2020-08-10,14,24068,22671
5342,2020-08-10,15,24249,22888
5343,2020-08-10,16,24572,23389
5344,2020-08-10,17,24723,23767
5345,2020-08-10,18,24964,23823
5346,2020-08-10,19,24749,23337
5347,2020-08-10,20,24168,22534
5348,2020-08-10,21,23153,21638
5349,2020-08-10,22,21841,20139
5350,2020-08-10,23,19823,18423
5351,2020-08-10,24,18598,16920
5352,2020-08-11,1,17499,15857
5353,2020-08-11,2,17238,15281
5354,2020-08-11,3,17576,14954
5355,2020-08-11,4,17910,15047
5356,2020-08-11,5,17598,15060
5357,2020-08-11,6,17771,15869
5358,2020-08-11,7,18701,17011
5359,2020-08-11,8,19933,18308
5360,2020-08-11,9,20685,18954
5361,2020-08-11,10,21909,20240
5362,2020-08-11,11,22569,20834
5363,2020-08-11,12,22624,21136
5364,2020-08-11,13,22695,21307
5365,2020-08-11,14,23182,21508
5366,2020-08-11,15,23107,21499
5367,2020-08-11,16,23541,21830
5368,2020-08-11,17,23299,21980
5369,2020-08-11,18,22920,21771
5370,2020-08-11,19,22272,21120
