y,x,lon,lat,Average Wind Speed at 110m (m/s),NREL ATB Wind Class,Representative Wind Turbine,Capacity Factors,Capacity Factors,Spur Line Cost (USD/MW),LCOE (USD/MWh),Availability Fraction,Maximum Capacity (MW)
46.25,-81.25,-81.25,46.25,5.96427,9,T3,0.3126840141880834,0.3126840141880834,49.65198549615514,42.0066822301343,0.511459625949138,743.9659431939101
46.25,-81.0,-81.0,46.25,5.9812818,9,T3,0.31378820285959397,0.31378820285959397,53.706746590594044,41.95403771656247,0.8819732800430002,1282.9127681661448
46.25,-80.75,-80.75,46.25,5.7962694,10,T4,0.34091729536652565,0.34091729536652565,14.794193689832316,40.618089505747974,0.8907247303752562,1295.642575307766
46.25,-80.5,-80.5,46.25,5.7711716,10,T4,0.3373330931067467,0.3373330931067467,25.42420612961461,41.28175247420051,0.8656744476450832,1259.2045946602889
46.25,-80.25,-80.25,46.25,5.906414,9,T3,0.30581511860307736,0.30581511860307736,53.59549330449084,43.04516649344539,0.766698407679424,1115.23467315907
46.25,-80.0,-80.0,46.25,6.234848,9,T3,0.3521456231255501,0.3521456231255501,54.35758161195851,37.39781145878505,0.400162105021472,582.0732779197558
46.25,-79.75,-79.75,46.25,6.3146076,9,T3,0.3635882619908012,0.3635882619908012,48.628740716227554,36.10480041627037,0.3731099521511296,542.7233878464178
46.25,-79.5,-79.5,46.25,6.171783,9,T3,0.34203994452963715,0.34203994452963715,42.71225740337931,38.251981482725526,0.39417300526167975,573.3615735109313
46.25,-79.25,-79.25,46.25,5.9591227,9,T3,0.3104317052111995,0.3104317052111995,30.95725856836152,41.86791373740269,0.6915727734756704,1005.9574073514391
46.25,-79.0,-79.0,46.25,5.81497,10,T4,0.3414755083620548,0.3414755083620548,29.918903049602456,40.87791128297402,0.7857806053602417,1142.9915295579938
46.25,-78.75,-78.75,46.25,5.761226,10,T4,0.3358403655439615,0.3358403655439615,15.255975473103586,41.242244076868985,0.7951709514580702,1156.6506703676812
46.25,-78.5,-78.5,46.25,5.7064667,10,T4,0.33032711467146875,0.33032711467146875,7.715799100741222,41.76246787461492,0.6591232688547769,958.7565679524629
46.25,-78.25,-78.25,46.25,5.66236,10,T4,0.32532248038053513,0.32532248038053513,3.16144189076537,42.30181635196056,0.49836944273782774,724.9250634273308
46.25,-78.0,-78.0,46.25,5.64271,10,T4,0.3223250676840544,0.3223250676840544,12.257120485991559,42.903033564873596,0.38389353890990646,558.4091333741688
46.25,-77.75,-77.75,46.25,5.5835624,10,T4,0.3148785410672426,0.3148785410672426,21.123586786159947,44.12503416865401,0.22151789071863698,322.2185348314478
46.25,-77.5,-77.5,46.25,5.5746584,10,T4,0.31409391595423225,0.31409391595423225,40.58560009877518,44.69162580320431,0.0410215120139563,59.66963427711751
46.25,-77.25,-77.25,46.25,5.610539,10,T4,0.31893233132362364,0.31893233132362364,84.49726446745402,45.02768764966808,0.0,0.0
46.25,-77.0,-77.0,46.25,5.684429,10,T4,0.32824009872972965,0.32824009872972965,129.87478363796154,44.769055900677486,0.0,0.0
46.25,-76.75,-76.75,46.25,5.759743,10,T4,0.33788606561720375,0.33788606561720375,175.71170828692274,44.49013557725103,0.0,0.0
46.25,-76.5,-76.5,46.25,5.822913,10,T4,0.3463052088916302,0.3463052088916302,181.68386301308334,43.53553605501719,0.0,0.0
46.25,-76.25,-76.25,46.25,5.6612234,10,T4,0.32574070583283904,0.32574070583283904,195.59723971181333,46.598589807043254,0.0,0.0
46.25,-76.0,-76.0,46.25,5.5889077,10,T4,0.3166886509358883,0.3166886509358883,199.89903087398636,48.030584574772604,0.0,0.0
46.25,-75.75,-75.75,46.25,5.612529,10,T4,0.3199921542853117,0.3199921542853117,204.46033886574202,47.639717776407835,0.0,0.0
46.25,-75.5,-75.5,46.25,5.7531714,10,T4,0.3384725366979838,0.3384725366979838,195.73860744208582,44.84883436180446,0.0,0.0
46.25,-75.25,-75.25,46.25,5.76936,10,T4,0.3401476968377829,0.3401476968377829,197.84561431622177,44.67358555164828,0.0,0.0
46.25,-75.0,-75.0,46.25,5.6574597,10,T4,0.3251621389091015,0.3251621389091015,178.8624375914614,46.30244662331921,0.0,0.0
46.25,-74.75,-74.75,46.25,5.6201153,10,T4,0.3203226522803307,0.3203226522803307,170.56003225731504,46.81109407287249,0.0,0.0
46.25,-74.5,-74.5,46.25,5.716514,10,T4,0.3310459586679936,0.3310459586679936,174.67932172221492,45.38642673333063,0.0,0.0
46.5,-95.0,-95.0,46.5,6.1664248,9,T3,0.3427974889074098,0.3427974889074098,636.3536143664071,50.922150933471414,0.0,0.0
46.5,-94.75,-94.75,46.5,6.0886393,9,T3,0.33343696964483377,0.33343696964483377,617.2244624764558,51.92914180943308,0.0,0.0
46.5,-94.5,-94.5,46.5,6.0612907,9,T3,0.33025716834472907,0.33025716834472907,600.876979283735,52.06455772047082,0.0,0.0
46.5,-94.25,-94.25,46.5,6.0193944,9,T3,0.3266060284952942,0.3266060284952942,587.5435733227386,52.34591182839432,0.0,0.0
46.5,-94.0,-94.0,46.5,6.078939,9,T3,0.334517224694618,0.334517224694618,577.4332172760601,50.885348934612814,0.0,0.0
46.5,-93.75,-93.75,46.5,6.2011147,9,T3,0.34815241826621074,0.34815241826621074,570.7173345841653,48.750377932551785,0.0,0.0
46.5,-93.5,-93.5,46.5,6.109836,9,T3,0.33694170182318334,0.33694170182318334,567.5165171873901,50.3024329043373,0.0,0.0
46.5,-93.25,-93.25,46.5,6.034197,9,T3,0.3268226358081517,0.3268226358081517,567.890215524195,51.868315868023835,0.0,0.0
46.5,-93.0,-93.0,46.5,6.0204344,9,T3,0.32430481866998995,0.32430481866998995,571.8288778660004,52.36045755603877,0.0,0.0
46.5,-92.75,-92.75,46.5,5.955676,9,T3,0.3161953803348795,0.3161953803348795,579.2622776617515,53.87648945945084,0.0,0.0
46.5,-92.5,-92.5,46.5,5.8363147,10,T4,0.3461887021958828,0.3461887021958828,590.0582771323034,52.23838006363566,0.0,0.0
46.5,-92.25,-92.25,46.5,5.6616454,10,T4,0.32805387331545355,0.32805387331545355,596.0838178360567,55.261399758298694,0.0,0.0
46.5,-92.0,-92.0,46.5,5.8022866,10,T4,0.3459561810046434,0.3459561810046434,595.5937644392372,52.39133709882859,0.0,0.0
46.5,-91.75,-91.75,46.5,5.868195,10,T4,0.35378242564201356,0.35378242564201356,586.2186650535401,51.03718056021866,0.0,0.0
46.5,-91.5,-91.5,46.5,5.859138,10,T4,0.3524851884394884,0.3524851884394884,581.1191535398157,51.11845623449635,0.0,0.0
46.5,-91.25,-91.25,46.5,5.7366276,10,T4,0.33917814919352535,0.33917814919352535,579.5966232908088,53.09093466296489,0.0,0.0
46.5,-91.0,-91.0,46.5,5.705155,10,T4,0.33684746517241004,0.33684746517241004,581.5745387217393,53.50152380257399,0.0,0.0
46.5,-90.75,-90.75,46.5,5.752454,10,T4,0.3429990997761488,0.3429990997761488,574.1629901507276,52.382834950002135,0.0,0.0
46.5,-90.5,-90.5,46.5,5.8878236,10,T4,0.35796803870797156,0.35796803870797156,572.3514598226369,50.155100539197036,0.0,0.0
46.5,-90.25,-90.25,46.5,6.0259304,9,T3,0.32834605985057813,0.32834605985057813,564.4748780807421,51.55105291745728,0.0,0.0
46.5,-90.0,-90.0,46.5,6.200228,9,T3,0.34722939883563514,0.34722939883563514,555.9457415432125,48.5666434758843,0.0,0.0
46.5,-89.75,-89.75,46.5,5.9803066,9,T3,0.32118678943001144,0.32118678943001144,547.0600865499824,52.30078713127478,0.0,0.0
46.5,-89.5,-89.5,46.5,5.869442,10,T4,0.3554399823844433,0.3554399823844433,539.051393075994,49.82180569625189,0.0,0.0
46.5,-89.25,-89.25,46.5,5.8388753,10,T4,0.3501535200178623,0.3501535200178623,534.7480968409279,50.48347694721347,0.0,0.0
46.5,-89.0,-89.0,46.5,5.8983455,10,T4,0.35600806833803655,0.35600806833803655,534.2396753770469,49.64275843227306,0.0,0.0
46.5,-88.75,-88.75,46.5,5.965398,9,T3,0.3121145373690276,0.3121145373690276,537.531592278327,53.59616664565057,0.0,0.0
46.5,-88.5,-88.5,46.5,6.0817995,9,T3,0.3248686435340465,0.3248686435340465,544.5602516252216,51.651368898261154,0.0,0.0
46.5,-88.25,-88.25,46.5,6.1254935,9,T3,0.33003664434174634,0.33003664434174634,555.199880745871,51.08000369676897,0.0,0.0
46.5,-88.0,-88.0,46.5,6.1631546,9,T3,0.335691019482074,0.335691019482074,569.2215620331151,50.5272537514575,0.0,0.0
46.5,-87.75,-87.75,46.5,6.230679,9,T3,0.3464994914309737,0.3464994914309737,586.3928514710419,49.31613324330753,0.0,0.0
46.5,-87.5,-87.5,46.5,6.4097233,9,T3,0.37291752246950605,0.37291752246950605,556.1820210267394,45.22583585932496,0.0,0.0
46.5,-87.25,-87.25,46.5,6.800921,8,T2,0.3689677879214287,0.3689677879214287,510.2959734065677,40.4360363163646,0.0,0.0
46.5,-87.0,-87.0,46.5,7.4501143,7,T1,0.4248354411572218,0.4248354411572218,464.4231922013352,34.08630839515028,0.0,0.0
46.5,-86.75,-86.75,46.5,7.622644,6,T1,0.4414956380724907,0.4414956380724907,418.56857553884026,32.03507079057284,0.0,0.0
46.5,-86.5,-86.5,46.5,7.3561316,7,T1,0.4187095167785883,0.4187095167785883,372.7393726512522,32.972270269183404,0.0,0.0
46.5,-86.25,-86.25,46.5,6.5594144,8,T2,0.3463124471306801,0.3463124471306801,326.94682752154466,39.18194152256554,0.0,0.0
46.5,-86.0,-86.0,46.5,6.251918,9,T3,0.35211767316103754,0.35211767316103754,281.2094208635264,42.14580255420597,0.0,0.0
46.5,-85.75,-85.75,46.5,6.0961285,9,T3,0.3327089661272889,0.3327089661272889,235.5598654468308,43.59384890383104,0.0,0.0
46.5,-85.5,-85.5,46.5,6.043667,9,T3,0.3262722325020655,0.3262722325020655,190.06209589969117,43.42681781539346,0.0,0.0
46.5,-85.25,-85.25,46.5,6.2462873,9,T3,0.3525906203450772,0.3525906203450772,144.85987372655205,39.2410948088472,0.0,0.0
46.5,-85.0,-85.0,46.5,6.4892225,9,T3,0.38331743187072104,0.38331743187072104,100.35412454665463,35.240371700411956,0.0,0.0
46.5,-84.75,-84.75,46.5,6.7780113,8,T2,0.3596295909583569,0.3596295909583569,58.16710172483518,32.22643879228483,0.0,0.0
46.5,-84.5,-84.5,46.5,6.1303706,9,T3,0.34070857862864307,0.34070857862864307,30.361725298141813,38.13447167456818,0.3180785393466749,460.5887273498444
46.5,-84.25,-84.25,46.5,5.7335157,10,T4,0.3293390950411558,0.3293390950411558,15.19860160907669,42.055097514728565,0.3240470032424629,469.2312704875093
46.5,-84.0,-84.0,46.5,5.4944563,10,T4,0.2992508644759655,0.2992508644759655,5.671042712010906,46.04904157825117,0.8376702899431516,1212.9755599494067
46.5,-83.75,-83.75,46.5,5.705064,10,T4,0.3263942609131336,0.3263942609131336,3.5236112835577966,42.17108238105672,0.8386525237838045,1214.3978710254787
46.5,-83.5,-83.5,46.5,5.8636746,10,T4,0.3467953245341778,0.3467953245341778,11.237881947191966,39.854102224029795,0.8080390628271141,1170.068522761965
46.5,-83.25,-83.25,46.5,5.9125357,9,T3,0.3028882139107928,0.3028882139107928,10.530850118303187,42.413943292886856,0.7460013704953717,1080.2357998467714
46.5,-83.0,-83.0,46.5,5.897258,10,T4,0.34942720615863804,0.34942720615863804,9.782033422521675,39.52323538114447,0.5938355522434282,859.8944310789416
46.5,-82.75,-82.75,46.5,5.895841,10,T4,0.34874478498101236,0.34874478498101236,21.00541818166158,39.83760230395111,0.6359407411856091,920.8642037207643
46.5,-82.5,-82.5,46.5,5.9775925,9,T3,0.3090938551348951,0.3090938551348951,26.416359975876748,41.94092852593256,0.6642097020422316,961.7986394157213
46.5,-82.25,-82.25,46.5,5.9279304,9,T3,0.3029309419936429,0.3029309419936429,30.983160940732876,42.905219735647925,0.860192311885623,1245.5882447179927
46.5,-82.0,-82.0,46.5,5.866504,10,T4,0.3467844382226467,0.3467844382226467,32.17164603076443,40.29995544780163,0.8926249391148597,1292.5518142875792
46.5,-81.75,-81.75,46.5,5.795261,10,T4,0.33839048402011396,0.33839048402011396,22.65300713994719,41.092440561265285,0.8456646698339678,1224.5517211024455
46.5,-81.5,-81.5,46.5,5.7702613,10,T4,0.3354747765660286,0.3354747765660286,19.630016010612323,41.383218425577596,0.8410165946950435,1217.8211498423095
46.5,-81.25,-81.25,46.5,5.786836,10,T4,0.3378570547550917,0.3378570547550917,6.750467152899624,40.81064897067977,0.8411206302330998,1217.9717993711365
46.5,-81.0,-81.0,46.5,5.836718,10,T4,0.34479557280242445,0.34479557280242445,3.9873620238672434,39.93037023324144,0.7142522879022396,1034.2620485014893
46.5,-80.75,-80.75,46.5,5.7813907,10,T4,0.3394534628540278,0.3394534628540278,3.5050713133004185,40.54830550140943,0.8918570606591343,1291.4399127817596
46.5,-80.5,-80.5,46.5,5.7476096,10,T4,0.33574681854248045,0.33574681854248045,3.2542384709111705,40.990456273478266,0.9388141246677525,1359.4353705422766
46.5,-80.25,-80.25,46.5,5.7375374,10,T4,0.3341263505369425,0.3341263505369425,13.212987055578585,41.408776386040714,0.9324599862261942,1350.2343607128523
46.5,-80.0,-80.0,46.5,5.911874,9,T3,0.3046403954200543,0.3046403954200543,12.311831325878472,42.21305179020187,0.891409960772815,1290.792504475043
46.5,-79.75,-79.75,46.5,6.014381,9,T3,0.31646467791394656,0.31646467791394656,17.628043248142,40.75954312301734,0.9065375346486269,1312.697758158755
46.5,-79.5,-79.5,46.5,6.0497484,9,T3,0.3186123818606082,0.3186123818606082,22.106659179810585,40.58832069386974,0.9269937052508106,1342.3190046188777
46.5,-79.25,-79.25,46.5,5.9667783,9,T3,0.30770073083778826,0.30770073083778826,23.88873057205108,42.07031548648772,0.8656106201391529,1253.4341730348028
46.5,-79.0,-79.0,46.5,5.8985124,10,T4,0.35187790018320086,0.35187790018320086,36.65693846924977,39.810492282820064,0.6468073453450112,936.5994510606678
46.5,-78.75,-78.75,46.5,5.8669662,10,T4,0.34832881785929204,0.34832881785929204,32.67025522486265,40.13182098004514,0.08794325320252197,127.34487855184925
46.5,-78.5,-78.5,46.5,5.884903,10,T4,0.3517093939781189,0.3517093939781189,53.50320394220736,40.182345350992854,0.0,0.0
46.5,-78.25,-78.25,46.5,5.909685,9,T3,0.30386986690073825,0.30386986690073825,69.57607668241869,43.70806103073336,0.0,0.0
46.5,-78.0,-78.0,46.5,5.958779,9,T3,0.3095227177859681,0.3095227177859681,76.6527669242973,43.07820741918978,0.0,0.0
46.5,-77.75,-77.75,46.5,5.8954425,10,T4,0.3536965222209692,0.3536965222209692,85.97760756931307,40.632823614846096,0.0,0.0
46.5,-77.5,-77.5,46.5,5.8542557,10,T4,0.34809010073542596,0.34809010073542596,92.7271515656819,41.4300780934316,0.0,0.0
46.5,-77.25,-77.25,46.5,5.8268337,10,T4,0.3444231798797846,0.3444231798797846,118.53017636376234,42.422940800230094,0.0,0.0
46.5,-77.0,-77.0,46.5,5.8479133,10,T4,0.34753515942394736,0.34753515942394736,154.14288353352717,42.797794782023196,0.0,0.0
46.5,-76.75,-76.75,46.5,5.856849,10,T4,0.3491522978395224,0.3491522978395224,194.24238821284143,43.44545028982642,0.0,0.0
46.5,-76.5,-76.5,46.5,5.8403606,10,T4,0.3475946287959814,0.3475946287959814,236.55759129657753,44.536758964807895,0.0,0.0
46.5,-76.25,-76.25,46.5,5.6917486,10,T4,0.3297180023789406,0.3297180023789406,258.03064422015945,47.43111127159433,0.0,0.0
46.5,-76.0,-76.0,46.5,5.622118,10,T4,0.3215295273065567,0.3215295273065567,265.76601883095645,48.81624364089291,0.0,0.0
46.5,-75.75,-75.75,46.5,5.635249,10,T4,0.32374312557280066,0.32374312557280066,268.9916850464233,48.55584609281618,0.0,0.0
46.5,-75.5,-75.5,46.5,5.6760683,10,T4,0.32815674316883087,0.32815674316883087,262.4504965968536,47.755972188194384,0.0,0.0
46.5,-75.25,-75.25,46.5,5.6907043,10,T4,0.3288555227667093,0.3288555227667093,257.714250725336,47.54842135582109,0.0,0.0
46.5,-75.0,-75.0,46.5,5.680017,10,T4,0.32606654240190985,0.32606654240190985,243.36245863187463,47.63094431256994,0.0,0.0
46.5,-74.75,-74.75,46.5,5.7833557,10,T4,0.33857158476114274,0.33857158476114274,237.35507987519682,45.741026565796325,0.0,0.0
46.5,-74.5,-74.5,46.5,5.9133186,9,T3,0.3030995217242006,0.3030995217242006,240.3187602879013,47.96812105786347,0.0,0.0
46.75,-95.0,-95.0,46.75,6.151155,9,T3,0.3402092523138101,0.3402092523138101,577.2261391047083,50.02950512934523,0.0,0.0
46.75,-94.75,-94.75,46.75,6.1169314,9,T3,0.3360436968821418,0.3360436968821418,556.1670905505948,50.18810604393582,0.0,0.0
46.75,-94.5,-94.5,46.75,6.16029,9,T3,0.342398243429217,0.342398243429217,538.0536181095345,48.86703683950547,0.0,0.0
46.75,-94.25,-94.25,46.75,6.123961,9,T3,0.3386518744240292,0.3386518744240292,523.1919457799223,49.08441331338483,0.0,0.0
46.75,-94.0,-94.0,46.75,6.050108,9,T3,0.3293747725823269,0.3293747725823269,511.86555399362163,50.213644007364294,0.0,0.0
46.75,-93.75,-93.75,46.75,6.0229397,9,T3,0.32609809065964834,0.32609809065964834,504.31281736089124,50.54761351528588,0.0,0.0
46.75,-93.5,-93.5,46.75,5.9936805,9,T3,0.322414352763088,0.322414352763088,500.7046127407221,51.042718819676345,0.0,0.0
46.75,-93.25,-93.25,46.75,6.019572,9,T3,0.3257922298685478,0.3257922298685478,501.1259655188032,50.523023524317,0.0,0.0
46.75,-93.0,-93.0,46.75,6.038742,9,T3,0.3277270277324673,0.3277270277324673,505.564330845364,50.324497189632936,0.0,0.0
46.75,-92.75,-92.75,46.75,6.0698204,9,T3,0.33068283214597194,0.33068283214597194,513.9182399947118,50.060736099022094,0.0,0.0
46.75,-92.5,-92.5,46.75,6.1111627,9,T3,0.33567404013995533,0.33567404013995533,526.0010826574389,49.58148800005783,0.0,0.0
46.75,-92.25,-92.25,46.75,6.232715,9,T3,0.352006378379635,0.352006378379635,529.2360913329713,47.34870122241442,0.0,0.0
46.75,-92.0,-92.0,46.75,6.5406423,8,T2,0.336898943528533,0.336898943528533,528.7545882885854,44.68861158219437,0.0,0.0
46.75,-91.75,-91.75,46.75,6.454366,9,T3,0.3796001077291783,0.3796001077291783,520.1636267676539,43.73082119454509,0.0,0.0
46.75,-91.5,-91.5,46.75,6.34955,9,T3,0.3670722628451423,0.3670722628451423,514.4620599035225,45.10891452200251,0.0,0.0
46.75,-91.25,-91.25,46.75,6.1767273,9,T3,0.3473744373939677,0.3473744373939677,512.7496659052455,47.63050312365546,0.0,0.0
46.75,-91.0,-91.0,46.75,6.4522142,9,T3,0.38177719042096975,0.38177719042096975,514.9739970951363,43.38132884045022,0.0,0.0
46.75,-90.75,-90.75,46.75,6.7823105,8,T2,0.3673252577632666,0.3673252577632666,507.4264326467696,40.55931317442863,0.0,0.0
46.75,-90.5,-90.5,46.75,7.157989,7,T1,0.4006375737190247,0.4006375737190247,505.5051780149898,36.90030431174874,0.0,0.0
46.75,-90.25,-90.25,46.75,7.168406,7,T1,0.40176841828227045,0.40176841828227045,499.5353704409798,36.687004171253676,0.0,0.0
46.75,-90.0,-90.0,46.75,7.1135774,7,T1,0.3963230620920658,0.3963230620920658,489.9223026446715,37.0124249497685,0.0,0.0
46.75,-89.75,-89.75,46.75,6.516563,9,T3,0.3898209205730396,0.3898209205730396,481.97893975038045,41.8627790336927,0.0,0.0
46.75,-89.5,-89.5,46.75,6.059415,9,T3,0.3360055019322683,0.3360055019322683,472.8936933987366,48.36847142442774,0.0,0.0
46.75,-89.25,-89.25,46.75,5.813937,10,T4,0.34928232556581496,0.34928232556581496,468.0054243523815,49.20201684180402,0.0,0.0
46.75,-89.0,-89.0,46.75,5.7451754,10,T4,0.3383610388636589,0.3383610388636589,467.4268530318795,50.77751751954585,0.0,0.0
46.75,-88.75,-88.75,46.75,5.7316346,10,T4,0.3340138103961945,0.3340138103961945,471.16835834880084,51.52089503800448,0.0,0.0
46.75,-88.5,-88.5,46.75,5.796335,10,T4,0.33986581085622314,0.33986581085622314,479.13450505038946,50.806412644201465,0.0,0.0
46.75,-88.25,-88.25,46.75,5.9718375,9,T3,0.31671490777258005,0.31671490777258005,491.13816295846823,51.738791114423954,0.0,0.0
46.75,-88.0,-88.0,46.75,6.330167,9,T3,0.36043855760467997,0.36043855760467997,506.8624900876285,45.78383395454904,0.0,0.0
46.75,-87.75,-87.75,46.75,6.856396,8,T2,0.37823675836622717,0.37823675836622717,525.985364232196,39.75063196025851,0.0,0.0
46.75,-87.5,-87.5,46.75,7.349917,7,T1,0.4196902981698513,0.4196902981698513,532.9659904911013,35.707049899594665,0.0,0.0
46.75,-87.25,-87.25,46.75,7.7864423,6,T1,0.4612702755331993,0.4612702755331993,509.55619646331786,32.11454473601484,0.0,0.0
46.75,-87.0,-87.0,46.75,8.13016,5,T1,0.4883933469951153,0.4883933469951153,463.8323769347555,29.641518436694863,0.0,0.0
46.75,-86.75,-86.75,46.75,8.402105,4,T1,0.5104840472340584,0.5104840472340584,418.1360922206019,27.699511425103935,0.0,0.0
46.75,-86.5,-86.5,46.75,8.172501,5,T1,0.4926420775055885,0.4926420775055885,372.47802197338905,28.020096303335723,0.0,0.0
46.75,-86.25,-86.25,46.75,7.908784,6,T1,0.4743012193888426,0.4743012193888426,326.8747367171951,28.395460863353374,0.0,0.0
46.75,-86.0,-86.0,46.75,7.7493443,6,T1,0.4611184172779322,0.4611184172779322,281.353448634096,28.48016562097607,0.0,0.0
46.75,-85.75,-85.75,46.75,7.7123833,6,T1,0.4582296650260687,0.4582296650260687,235.9622100993926,27.930129569168763,0.0,0.0
46.75,-85.5,-85.5,46.75,7.6683006,6,T1,0.4540831963568926,0.4540831963568926,190.79448311595294,27.45255768710832,0.0,0.0
46.75,-85.25,-85.25,46.75,7.600093,7,T1,0.44825519789755347,0.44825519789755347,146.05844004373168,27.074434069435576,0.0,0.0
46.75,-85.0,-85.0,46.75,7.471436,7,T1,0.43506397047638895,0.43506397047638895,102.32260664591469,27.15493351367118,0.0,0.0
46.75,-84.75,-84.75,46.75,7.2518125,7,T1,0.4115143886804581,0.4115143886804581,61.751016467147984,27.982778109966517,1.7749452156886486e-05,0.02558489723870726
46.75,-84.5,-84.5,46.75,6.1303945,9,T3,0.3422832606333942,0.3422832606333942,25.623117110621404,37.85706867370328,0.385805362463443,556.1180415692296
46.75,-84.25,-84.25,46.75,5.6893477,10,T4,0.3259149447232485,0.3259149447232485,20.120068387232983,42.608157457423864,0.9025741550558458,1301.012949309597
46.75,-84.0,-84.0,46.75,5.5469923,10,T4,0.3057528588026762,0.3057528588026762,60.27854092053551,46.38520802105068,0.8869459182922724,1278.4856744022165
46.75,-83.75,-83.75,46.75,5.7428007,10,T4,0.32931816205382347,0.32931816205382347,70.17799140193152,43.287382565505055,0.7941608546373375,1144.7409102359948
46.75,-83.5,-83.5,46.75,5.8794336,10,T4,0.3456073847413063,0.3456073847413063,43.58670391258433,40.68047174808873,0.8961184541885335,1291.7074053272388
46.75,-83.25,-83.25,46.75,5.8521266,10,T4,0.3413729569911957,0.3413729569911957,2.1925466402417633,40.291989870424125,0.8268268464309206,1191.8272161180396
46.75,-83.0,-83.0,46.75,5.9057174,9,T3,0.2971434049435735,0.2971434049435735,47.851615506985056,44.15900787892362,0.7777660733928743,1121.1087059795457
46.75,-82.75,-82.75,46.75,6.0052896,9,T3,0.30926137351375294,0.30926137351375294,85.1458146152889,43.31687650938209,0.8469950391457599,1220.8986052012856
46.75,-82.5,-82.5,46.75,6.0695653,9,T3,0.31773578772818517,0.31773578772818517,91.75855616477916,42.31484562226987,0.8190561045469393,1180.626109214199
46.75,-82.25,-82.25,46.75,6.0922103,9,T3,0.32122547511432326,0.32122547511432326,97.81490265215542,41.994013483691965,0.8269020274817316,1191.9355950170564
46.75,-82.0,-82.0,46.75,6.1094055,9,T3,0.32397398261174015,0.32397398261174015,98.05443528999211,41.64319315786495,0.8461652438977252,1219.7025063770034
46.75,-81.75,-81.75,46.75,6.0618606,9,T3,0.31877881138538644,0.31877881138538644,86.58684294756368,42.056904946332075,0.633365984580035,912.9636154782179
46.75,-81.5,-81.5,46.75,6.034472,9,T3,0.3159450027912542,0.3159450027912542,86.47790402347078,42.4315868119798,0.888079029245896,1280.1190191740611
46.75,-81.25,-81.25,46.75,6.0022616,9,T3,0.3131423378864601,0.3131423378864601,63.14990691785325,42.2626746437777,0.8905217332923234,1283.6400505640984
46.75,-81.0,-81.0,46.75,5.9353924,9,T3,0.30710095304752033,0.30710095304752033,17.843852222553064,42.007506104643255,0.8814738577562911,1270.5980182763662
46.75,-80.75,-80.75,46.75,5.861876,10,T4,0.3466840004175902,0.3466840004175902,27.814193550252607,40.219058103177886,0.5960862635646602,859.2268732895985
46.75,-80.5,-80.5,46.75,5.794461,10,T4,0.34035456570982936,0.34035456570982936,62.779385032464646,41.723633454221186,0.6969035573677792,1004.5496807277691
46.75,-80.25,-80.25,46.75,5.804078,10,T4,0.3416982724070549,0.3416982724070549,79.03161470675592,41.90986908000679,0.8468000449741724,1220.6175553053342
46.75,-80.0,-80.0,46.75,5.8987017,10,T4,0.35271996796131133,0.35271996796131133,78.58232737473728,40.590899513847965,0.7774399240435894,1120.6386052577175
46.75,-79.75,-79.75,46.75,5.987294,9,T3,0.3118629776672632,0.3118629776672632,52.276093805414455,42.17924541830142,0.7981221096330092,1150.4508861009829
46.75,-79.5,-79.5,46.75,6.0186033,9,T3,0.31485206507852365,0.31485206507852365,6.514716792471062,40.708336949012114,0.8044151729583687,1159.5220069136903
46.75,-79.25,-79.25,46.75,5.981273,9,T3,0.31077018286277963,0.31077018286277963,41.29656273812602,42.06735230372829,0.7354636697033217,1060.1320569684306
46.75,-79.0,-79.0,46.75,5.9293146,9,T3,0.3054743247427005,0.3054743247427005,84.00878879229165,43.82647323510155,0.07505016621182418,108.18085313268725
46.75,-78.75,-78.75,46.75,5.9108,9,T3,0.3039832216493288,0.3039832216493288,99.49593824152363,44.41668853349312,0.0,0.0
46.75,-78.5,-78.5,46.75,5.9346976,9,T3,0.30659708988684997,0.30659708988684997,108.13343052751434,44.245510711814156,0.0,0.0
46.75,-78.25,-78.25,46.75,5.975674,9,T3,0.311637540059352,0.311637540059352,133.00341243629336,44.117653154664005,0.0,0.0
46.75,-78.0,-78.0,46.75,6.037711,9,T3,0.31890165625791644,0.31890165625791644,141.18847250626504,43.30175504788741,0.0,0.0
46.75,-77.75,-77.75,46.75,6.0111294,9,T3,0.3155101353872118,0.3155101353872118,152.573544061336,44.03298985059758,0.0,0.0
46.75,-77.5,-77.5,46.75,5.9977016,9,T3,0.3136057371787075,0.3136057371787075,156.48233789227925,44.39218400020557,0.0,0.0
46.75,-77.25,-77.25,46.75,5.965173,9,T3,0.30984113987475204,0.30984113987475204,172.9530153996267,45.32307498145389,0.0,0.0
46.75,-77.0,-77.0,46.75,5.9773803,9,T3,0.31159575590532185,0.31159575590532185,198.9440587388627,45.68220795743685,0.0,0.0
46.75,-76.75,-76.75,46.75,5.9987106,9,T3,0.31438544427161985,0.31438544427161985,231.26738694589503,46.03409525922178,0.0,0.0
46.75,-76.5,-76.5,46.75,5.9243464,9,T3,0.3059832936330606,0.3059832936330606,267.6381954347824,48.17363436832983,0.0,0.0
46.75,-76.25,-76.25,46.75,5.78793,10,T4,0.34129429180920123,0.34129429180920123,306.61923471265294,46.87085520532922,0.0,0.0
46.75,-76.0,-76.0,46.75,5.640328,10,T4,0.32212228117883207,0.32212228117883207,332.02528761702445,50.24140402652252,0.0,0.0
