,0
0,0.22442269609726587
1,0.2542853935618214
2,0.2861841840353239
3,0.30971236991648887
4,0.4180777645037775
5,0.4574422293434189
6,0.537981019475099
7,0.5750831587492437
8,0.6151263212585341
9,0.6078868794489449
10,0.6345823211218051
11,0.6348085536783549
12,0.646798879175487
13,0.6006474376393557
14,0.5128692056980864
15,0.6065294841096469
16,0.6271166467556663
17,0.6155787863716334
18,0.6608252976815661
19,0.6728156231786983
20,0.6458939489492883
21,0.6013261353090047
22,0.5818701354457336
23,0.6158050189281831
24,0.6495136698540829
25,0.574178228523045
26,0.5986113446304088
27,0.5167151591594307
28,0.5986113446304088
29,0.6465726466189373
30,0.7635348783551131
31,0.8169257617008336
32,0.8031255757513042
33,0.8277849244152174
34,0.8553852963142764
35,0.8719002729424018
36,0.8827594356567856
37,0.8804971100912891
38,0.8700904124900045
39,0.777787529417742
40,0.7721317155040003
41,0.8492770172874354
42,0.855611528870826
43,0.8400014824688993
44,0.8540279009749784
45,0.7793711573135895
46,0.7248491111851207
47,0.7619512504592655
48,0.7633086457985635
49,0.7483772970662858
50,0.6796025998751881
51,0.6517759954195795
52,0.6506448326368311
53,0.5891095772553229
54,0.7210031577237765
55,0.7463412040573387
56,0.7216818553934256
57,0.742721483152544
58,0.7418165529263454
59,0.6974749718426114
60,0.6687434371608042
61,0.6845797161192807
62,0.6759828789703936
63,0.62462808863362
64,0.5841324610112302
65,0.5388859497012976
66,0.5214660428469735
67,0.5054035313319475
68,0.4545012061082733
69,0.41558920638173125
70,0.431199252783658
71,0.42803199699196265
72,0.44364204339388946
73,0.4072186017893937
74,0.4246385086437177
75,0.3823330205689307
76,0.27238399808579444
77,0.2486295796480798
78,0.4128744157031352
79,0.581643902889184
80,0.5988375771869584
81,0.5721421355140982
82,0.5918243679339189
83,0.5606042751300653
84,0.5250857637517682
85,0.46445543859645844
86,0.4024677181018508
87,0.4094809273548903
88,0.40359888088459905
89,0.6357134839045535
90,0.5850373912374289
91,0.7139899484707368
92,0.6789239022055391
93,0.6900092974764727
94,0.6809599952144861
95,0.6386545071396992
96,0.5839062284546805
97,0.6241756235205206
98,0.5911456702642699
99,0.5377547869185494
100,0.49047218259966974
101,0.5216922754035233
102,0.5239546009690199
103,0.5216922754035233
104,0.5361711590227016
105,0.5149052987070334
106,0.4968066941830603
107,0.5158102289332319
108,0.5746306936361444
109,0.6115066003537395
110,0.6320937629997588
111,0.6759828789703936
112,0.6988323671819094
113,0.6786976696489895
114,0.6759828789703936
115,0.6861633440151282
116,0.682317390553784
117,0.7268852041940677
118,0.709239064783194
119,0.6626351581339633
120,0.6300576699908118
121,0.6255330188598186
122,0.5535910658770258
123,0.5712372052878995
124,0.5524599030942774
125,0.5563058565556217
126,0.5273480893172648
127,0.5011051127575039
128,0.45359627588207463
129,0.3832379507951294
130,0.30292539321999895
131,0.23935404482954362
132,0.236413021594398
133,0.24478362618673552
134,0.2508919052135764
135,0.2248751612103652
136,0.19772725442440559
137,0.19998957998990222
138,0.19139274284101504
139,0.17691385922183658
140,0.16605469650745275
141,0.15429060356687027
142,0.1536119058972213
143,0.17419906854324063
144,0.19139274284101504
145,0.23234083557650403
146,0.3287159046666606
147,0.44228464805459144
148,0.5264431590910662
149,0.5866210191332766
150,0.6782452045358901
151,0.7472461342835374
152,0.8266537616324691
153,0.8406801801385483
154,0.8581000869928723
155,0.8390965522427006
156,0.8422638080343959
157,0.8519918079660315
158,0.8492770172874354
159,0.8449785987129919
160,0.8442999010433428
161,0.8386440871296013
162,0.8248439011800719
163,0.8413588778081973
164,0.8284636220848665
165,0.7793711573135895
166,0.7628561806854641
167,0.7547118086496762
168,0.6112803677971897
169,0.5492926473025821
170,0.45223888054277667
171,0.4597045549089155
172,0.4452256712897371
173,0.5682961820527538
174,0.6311888327735602
175,0.7465674366138884
176,0.7540331109800272
177,0.7483772970662858
178,0.7621774830158151
179,0.7651185062509608
180,0.7594626923372193
181,0.7476985993966367
182,0.7565216691020736
183,0.7117276229052403
184,0.75222325052763
185,0.7599151574503186
186,0.7323147855512596
187,0.6958913439467638
188,0.723944180958922
189,0.7200982274975778
190,0.5692011122789525
191,0.5235021358559205
192,0.5850373912374289
193,0.4893410198169214
194,0.43481897368845257
195,0.4024677181018508
196,0.4031464157714998
197,0.25835757957971534
198,0.26966920740719846
199,0.31627311405642905
200,0.27758734688643666
201,0.19229767306721368
202,0.15881525469786353
203,0.12510660377196373
204,0.1153786038403282
205,0.09004055750676594
206,0.06334511583390567
207,0.04049562762238971
208,0.026469209116310587
209,0.04026939506584004
210,0.06379758094700501
211,0.08144372035787874
212,0.10949655737003697
213,0.14230027806973813
214,0.16922195229914802
215,0.24093767272539127
216,0.3357291139197001
217,0.40111032276255276
218,0.39545450884881117
219,0.42893692721816135
220,0.4112907878072876
221,0.3972643693012085
222,0.4246385086437177
223,0.6121852980233885
224,0.6366184141307522
225,0.6248543211901696
226,0.6051720887703489
227,0.5255382288648675
228,0.5017838104271528
229,0.6047196236572496
230,0.6816386928841351
231,0.639333204809348
232,0.6207821351722757
233,0.7943025060458674
234,0.8323095755462108
235,0.8110437152305424
236,0.7906827851410727
237,0.7585577621110206
238,0.7361607390126039
239,0.7038094834260021
240,0.6895568323633733
241,0.5927292981601174
242,0.5044986011057488
243,0.4235073458609694
244,0.5011051127575039
245,0.5409220427102446
246,0.6746254836310955
247,0.8058403664299002
248,0.7635348783551131
249,0.6995110648515585
250,0.6456677163927387
251,0.6789239022055391
252,0.7047144136522007
253,0.728016366976816
254,0.7569741342151729
255,0.7949812037155164
256,0.8083289245519464
257,0.8151159012484364
258,0.79249264559347
259,0.836155529007555
260,0.8526705056356805
261,0.8508606451832832
262,0.8074239943257477
263,0.5300628799958608
264,0.5879784144725746
265,0.43934362481944583
266,0.36808036950630196
267,0.3698902299586993
268,0.4072186017893937
269,0.42305488074787007
270,0.4047300436673474
271,0.5669387867134559
272,0.5886571121422235
273,0.5698798099486015
274,0.5596993449038666
275,0.5626403681390123
276,0.5897882749249719
277,0.5049510662188482
278,0.5266693916476158
279,0.555400926329423
280,0.4637767409268095
281,0.5689748797224028
282,0.5848111586808792
283,0.6008736701959054
284,0.6309626002170104
285,0.6300576699908118
286,0.5811914377760847
287,0.5219185079600729
288,0.5929555307166671
289,0.6384282745831494
290,0.6296052048777125
291,0.5852636237939786
292,0.5246332986386689
293,0.5556271588859727
294,0.48753115936452407
295,0.4868524616948751
296,0.4449994387331874
