,0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0
655,0.0
656,0.15324385462222892
657,0.3772156421470251
658,0.5039365219307912
659,0.554035474403443
660,0.554035474403443
661,0.5717174576290849
662,0.4597315638666868
663,0.0707279329025672
664,0.08840991612820899
665,0.005893994408547267
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0029469972042736334
680,0.044204958064104495
681,0.12672087978376623
682,0.2121837987077016
683,0.265229748384627
684,0.25344175956753245
685,0.34185167569574143
686,0.33890467849146777
687,0.20334280709488067
688,0.05893994408547266
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.0
703,0.0
704,0.014734986021368164
705,0.0530459496769254
706,0.10314490214957717
707,0.20039580989060704
708,0.2770177372017215
709,0.3300636868786469
710,0.31827569806155237
711,0.23281277913761703
712,0.07662192731111446
713,0.005893994408547267
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.0
727,0.0
728,0.0265229748384627
729,0.05893994408547266
730,0.11198589376239806
731,0.13556187139658712
732,0.19155481827778614
733,0.23870677354616426
734,0.2298657819333434
735,0.20923680150342797
736,0.05893994408547266
737,0.0029469972042736334
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.0
751,0.0029469972042736334
752,0.05599294688119903
753,0.19450181548205978
754,0.4243675974154032
755,0.43615558623249767
756,0.45089057225386586
757,0.36837465053420415
758,0.3948976253726668
759,0.19450181548205978
760,0.0707279329025672
761,0.005893994408547267
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.0
775,0.005893994408547267
776,0.17681983225641798
777,0.498042527522244
778,0.7161203206384927
779,0.7279083094555875
780,0.7131733234342192
