Year,22,24,25,26,27,28,29,30,31,32,33,34,35
2021,1283.883035,1283.883035,1283.883035,1283.883035,1283.883035,1303.385509,1366.884081,1386.170955,1397.39616,1402.569214,1358.906854,1342.61464,1340.874009
2022,1450.828648,1450.828648,1450.828648,1450.828648,1450.828648,1471.832503,1540.219457,1560.991114,1573.080481,1578.651779,1538.528263,1523.556536,1521.956984
2023,1363.226944,1363.226944,1363.226944,1363.226944,1363.226944,1381.95551,1442.934297,1461.45582,1472.23558,1477.203354,1448.47392,1437.753792,1436.608473
2024,1217.004315,1217.004315,1217.004315,1217.004315,1217.004315,1232.792032,1284.195638,1299.808822,1308.895892,1313.083603,1295.738282,1289.266032,1288.574549
2025,1194.711408,1194.711408,1194.711408,1194.711408,1194.711408,1209.260873,1256.632823,1271.021444,1279.395803,1283.255066,1274.682091,1271.483163,1271.141395
2026,1172.418502,1172.418502,1172.418502,1172.418502,1172.418502,1185.729714,1229.070009,1242.234066,1249.895714,1253.426529,1253.6259,1253.700294,1253.708242
2027,1150.125595,1150.125595,1150.125595,1150.125595,1150.125595,1162.198555,1201.507195,1213.446688,1220.395624,1223.597992,1232.569709,1235.917425,1236.275088
2028,1127.832688,1127.832688,1127.832688,1127.832688,1127.832688,1138.667396,1173.94438,1184.65931,1190.895535,1193.769454,1211.513519,1218.134555,1218.841935
2029,1105.539781,1105.539781,1105.539781,1105.539781,1105.539781,1115.136237,1146.381566,1155.871933,1161.395446,1163.940917,1190.457328,1200.351686,1201.408781
2030,1083.246875,1083.246875,1083.246875,1083.246875,1083.246875,1091.605078,1118.818752,1127.084555,1131.895357,1134.11238,1169.401137,1182.568817,1183.975628
2031,1072.580761,1072.580761,1072.580761,1072.580761,1072.580761,1080.868891,1107.85441,1116.050914,1120.821383,1123.019819,1158.200383,1171.327692,1172.73019
2032,1061.914647,1061.914647,1061.914647,1061.914647,1061.914647,1070.132703,1096.890068,1105.017273,1109.747409,1111.927258,1146.999629,1160.086567,1161.484752
2033,1051.248534,1051.248534,1051.248534,1051.248534,1051.248534,1059.396516,1085.925726,1093.983632,1098.673435,1100.834697,1135.798876,1148.845442,1150.239313
2034,1040.58242,1040.58242,1040.58242,1040.58242,1040.58242,1048.660329,1074.961384,1082.949991,1087.599462,1089.742137,1124.598122,1137.604317,1138.993875
2035,1029.916307,1029.916307,1029.916307,1029.916307,1029.916307,1037.924141,1063.997042,1071.91635,1076.525488,1078.649576,1113.397368,1126.363192,1127.748437
2036,1019.250193,1019.250193,1019.250193,1019.250193,1019.250193,1027.187954,1053.0327,1060.88271,1065.451514,1067.557015,1102.196614,1115.122067,1116.502999
2037,1008.584079,1008.584079,1008.584079,1008.584079,1008.584079,1016.451767,1042.068359,1049.849069,1054.37754,1056.464454,1090.995861,1103.880942,1105.257561
2038,997.9179657,997.9179657,997.9179657,997.9179657,997.9179657,1005.71558,1031.104017,1038.815428,1043.303567,1045.371893,1079.795107,1092.639817,1094.012123
2039,987.2518521,987.2518521,987.2518521,987.2518521,987.2518521,994.9793922,1020.139675,1027.781787,1032.229593,1034.279332,1068.594353,1081.398692,1082.766684
2040,976.5857385,976.5857385,976.5857385,976.5857385,976.5857385,984.2432049,1009.175333,1016.748146,1021.155619,1023.186771,1057.393599,1070.157567,1071.521246
2041,965.9196249,965.9196249,965.9196249,965.9196249,965.9196249,973.5070176,998.2109911,1005.714505,1010.081645,1012.09421,1046.192845,1058.916442,1060.275808
2042,955.2535113,955.2535113,955.2535113,955.2535113,955.2535113,962.7708303,987.2466493,994.6808644,999.0076715,1001.001649,1034.992092,1047.675317,1049.03037
2043,944.5873976,944.5873976,944.5873976,944.5873976,944.5873976,952.034643,976.2823074,983.6472235,987.9336978,989.9090885,1023.791338,1036.434192,1037.784932
2044,933.921284,933.921284,933.921284,933.921284,933.921284,941.2984557,965.3179656,972.6135826,976.859724,978.8165276,1012.590584,1025.193067,1026.539494
2045,923.2551704,923.2551704,923.2551704,923.2551704,923.2551704,930.5622684,954.3536237,961.5799417,965.7857502,967.7239667,1001.38983,1013.951942,1015.294055
2046,912.5890568,912.5890568,912.5890568,912.5890568,912.5890568,919.8260811,943.3892818,950.5463009,954.7117765,956.6314058,990.1890764,1002.710817,1004.048617
2047,901.9229432,901.9229432,901.9229432,901.9229432,901.9229432,909.0898938,932.42494,939.51266,943.6378027,945.5388449,978.9883226,991.4696921,992.8031791
2048,891.2568295,891.2568295,891.2568295,891.2568295,891.2568295,898.3537065,921.4605981,928.4790191,932.5638289,934.446284,967.7875688,980.2285671,981.5577409
2049,880.5907159,880.5907159,880.5907159,880.5907159,880.5907159,887.6175192,910.4962563,917.4453783,921.4898551,923.3537231,956.586815,968.9874421,970.3123027
2050,869.9246023,869.9246023,869.9246023,869.9246023,869.9246023,876.8813319,899.5319144,906.4117374,910.4158814,912.2611622,945.3860613,957.7463172,959.0668646
