,WIND_ONSHORE,SOLAR_PV
0,0.13667606434128857,0.30403154851684266
1,0.11343309943961853,0.27807781507971246
2,0.10573296454614034,0.241209988268812
3,0.09961825013246836,0.1813382695735636
4,0.09238477783759154,0.14181222530368656
5,0.08553043562035352,0.10913830415109169
6,0.08310882229056914,
7,0.07939674689702796,
8,0.07661389663750008,
9,0.07526683038091365,
10,0.07319506517313258,
