x,y,Max Capacity (MW),LCOE without Spur,LCOE with Spur,Capacity Factor,Interconnection Cost ($/kW),Availability Fraction
-94.25,49.0,11960.618835374577,55.85179497171019,57.97575794156076,0.20660367841968552,64.42517932059319,0.8089913710992985
-94.25,49.25,6308.012807401257,55.58909346833481,57.10711456143574,0.20758004075152767,46.263026938962625,0.42879246746392236
-94.25,49.5,7778.519825609023,55.87092491247474,56.41706559419785,0.20653293829615796,16.560158817928343,0.5314168534936727
-94.25,49.75,9018.050310894292,56.2146644677789,56.4177403163185,0.2052700375737624,6.120043148844893,0.6192334835477546
-94.25,50.0,10680.000636940918,56.299791381141816,58.1396669037642,0.2049596633383368,55.36400337239143,0.7371168101062855
-94.25,50.25,9402.377317897402,56.650103858503236,60.67318301929189,0.20369223534557346,120.31054608720557,0.6522979614641392
-94.25,50.5,10616.975247848759,57.291452367171274,63.60898115740637,0.20141200494525288,186.8113367626222,0.7404107600921033
-94.25,50.75,9188.491552986958,57.686511779018105,66.31058937397553,0.20003265809693982,253.27026639474198,0.6441695415756159
-94.25,51.0,6923.030476858558,57.92619373626044,68.83209556260744,0.19920498039342366,318.95720853502036,0.4879293657772765
-94.25,51.25,6398.545812423613,58.434238414663255,71.7118051428927,0.1974730329436761,384.94345051265077,0.4533855429100642
-94.25,51.5,5092.901401879622,58.56291623792034,74.15666686537155,0.19703913378592355,451.1009275678647,0.36282606215416047
-94.25,51.75,6355.393843187962,58.69385474791154,76.56675910810937,0.19659956458913633,515.8795695582061,0.4552436376286357
-94.25,52.0,3102.688297035171,59.013938654287635,79.3016298117156,0.19553323419227578,582.4033365635884,0.22347523208667378
-94.25,52.25,9167.35128083404,59.36921177278055,82.11263981209953,0.19436313777687508,648.9936871513405,0.6639675023509741
-94.25,52.5,9143.857548071825,59.689361536921766,84.90331089691688,0.19332065196173495,715.6320345317716,0.6659877150392377
-94.25,52.75,11041.24737011544,59.910489570850565,87.32853854322477,0.19260711054365695,775.3173623471665,0.808744036801019
-94.25,53.0,12085.954420927092,60.56154071532595,90.6467864244105,0.19053653773007906,841.5937039221511,0.890333501275121
-94.25,53.25,11536.913307645522,61.07103144424113,93.80157078513369,0.18894696903937,907.9537718523545,0.8547972068179812
-94.25,53.5,1273.21544018665,61.329715409999565,96.60363212078475,0.1881500054313965,974.3804597525443,0.09488558143760385
-94.25,53.75,0.0,60.192540139416046,97.17447099998823,0.19170459098038933,1040.8610128308794,0.0
-94.25,54.0,0.0,61.29405511036999,101.35963629490139,0.18825946931915707,1107.385729924272,0.0
-94.25,54.25,0.0,62.08498795809077,105.1068595147417,0.18586113434195586,1173.9471030412583,0.0
-94.25,54.5,0.0,61.23178561328789,106.06930704689162,0.18845091927211913,1240.5392318229647,0.0
-94.25,54.75,0.0,60.112844758132226,106.4948308792333,0.19195874582089825,1307.1574157920122,0.0
-94.25,55.0,0.0,61.35884664947143,111.11341425361842,0.1880606777604224,1373.7306843880292,0.0
-94.25,55.25,0.0,61.69048974367597,114.13455077111341,0.18704967873399528,1440.2037136057434,0.0
-94.25,55.5,0.0,62.29165517636796,117.67668182813833,0.1852444963105608,1506.2890830830213,0.0
-94.25,55.75,0.0,62.658881933054495,120.81395308504892,0.1841588284295597,1572.3556318616907,0.0
-94.25,56.0,0.0,62.906220695146736,123.74389533355861,0.1834347407932532,1638.4184958518106,0.0
-94.25,56.25,0.0,63.25009456014656,126.88767376537044,0.18243745511754825,1704.5050873759328,0.0
